transaction_id,customer_id,order_date,product_category,channel,payment_method,order_value,discount_applied,returned_flag,region,loyalty_member,signup_date,engagement_flag
4291439a-688a-4961-b870-795de21187f6,CUST100802,05-12-2025,apparel,web,card,161.4,0,0,west,0,25-02-2024,1
6caedc26-dd03-4e38-a9ca-26d275080233,CUST105383,01-11-2025,grocery,store,card,139.42,0,0,east,0,21-04-2024,1
a1082d9f-c888-4023-b302-7cc5f67dae3f,CUST101651,15-12-2025,apparel,web,netbanking,43.15,0,0,central,0,18-04-2024,1
5e8e3cd5-754a-4e75-a2f9-adaaf7ea1c6f,CUST103307,30-12-2025,beauty,web,card,119.45,1,0,north,0,31-12-2024,1
187cb10c-f933-48ea-b595-06292304a826,CUST104503,02-12-2025,beauty,web,card,109.18,1,0,south,0,08-02-2024,1
7a2b4985-023f-430b-bd1b-3eea30eecbec,CUST102034,31-12-2025,grocery,store,card,50.32,1,0,west,0,12-02-2024,1
380a3cb4-14a3-466c-b7f6-c69a035abf36,CUST104214,19-12-2025,electronics,web,card,49.79,1,0,south,0,30-12-2024,1
02e3c459-c22e-4ea5-bfb1-6953dae4123e,CUST102950,01-12-2025,apparel,store,card,107.22,0,0,east,0,06-01-2025,1
3ab3cf0d-c9c4-4978-b958-c9b65d3c4c4f,CUST103687,20-11-2025,apparel,web,card,22.64,0,1,south,0,22-01-2024,0
4b6d5bc9-b1b3-46e7-82aa-fc19b6280e36,CUST103820,01-11-2025,electronics,web,card,178.05,0,0,east,0,01-12-2024,1
46217c66-bc9b-4cee-8c88-1b862844c424,CUST105333,20-12-2025,sports,web,netbanking,12.57,1,0,south,0,28-10-2024,1
779a8fed-e658-4ae7-a46b-4d18c3102e68,CUST104266,28-11-2025,apparel,web,card,103.64,0,0,east,0,21-07-2024,1
9ff1e273-9996-4896-be7b-698c8e67d410,CUST101717,22-12-2025,beauty,web,wallet,46.75,0,0,north,0,14-08-2024,1
c6fbc6ff-6e99-4b97-b3ce-1a35dac36ee2,CUST100384,19-11-2025,toys,web,card,40.76,0,0,north,0,10-06-2024,1
48393045-f21d-418e-aeb2-3e039f562548,CUST100013,09-12-2025,home,web,card,118.12,1,0,east,0,14-02-2024,1
a412dea6-db18-46b6-a05e-31ea2a0e42c9,CUST105866,15-11-2025,toys,web,card,56.11,1,0,central,0,12-07-2024,1
3e05f1c4-aa5c-45c8-bd57-07a0a4b3f0fc,CUST106128,21-12-2025,toys,web,card,40.72,0,0,central,0,26-05-2024,1
7ea7ef38-73e1-4127-ba1b-592ab4aa30dd,CUST100613,01-11-2025,apparel,web,card,27.76,1,0,west,0,20-06-2024,1
1997f3ad-e99a-4aa1-831b-18c2b3d04d4f,CUST103137,06-12-2025,electronics,web,netbanking,13.5,1,1,north,0,27-03-2024,0
6e1c030a-ac34-4b07-a3f8-1373696e5104,CUST100969,24-11-2025,electronics,web,card,56.67,0,0,north,0,28-08-2024,1
1c7064ff-dc86-4a6d-8e33-5e684501e337,CUST106172,13-11-2025,toys,store,upi,90.6,0,0,east,0,25-07-2024,1
f55d3604-e7b9-4925-9546-6a8b43ebfbab,CUST101591,27-11-2025,home,web,card,129.46,0,0,east,1,05-11-2024,1
03d3d14d-d8ac-47bc-a897-d50833e3a042,CUST103235,27-12-2025,toys,web,wallet,97.1,1,0,central,0,22-01-2024,1
f874fe9f-7c31-4475-abbb-4c125162a508,CUST101050,06-12-2025,beauty,web,card,9.95,0,0,east,1,25-04-2024,1
98374cd1-7625-41ad-a5b3-a69cc6c27237,CUST102132,28-11-2025,apparel,web,wallet,30.55,0,0,south,0,17-07-2024,1
78b319cf-d810-43a4-8dc6-0dd55616ec0c,CUST101732,26-11-2025,sports,web,card,14.06,0,0,west,0,13-12-2024,1
fcd4a654-6ec0-4b06-bda7-f67803e7e4f8,CUST103059,16-11-2025,beauty,web,card,11.31,1,1,central,1,05-01-2025,0
1791d6c6-7314-4861-b83d-c1ebbb039795,CUST102684,11-11-2025,home,app,card,13.01,1,0,north,0,19-04-2024,1
cafb2659-1d36-4cc3-b378-6454b65596ae,CUST102128,16-12-2025,electronics,web,card,220.77,0,0,north,1,18-07-2024,1
bff66ffc-8fc9-4721-b994-8e0ea9c7c846,CUST100697,18-12-2025,electronics,app,card,135.14,0,0,south,0,27-12-2024,1
56973cc4-a04a-4ff8-b809-791b9fd19614,CUST103127,12-12-2025,apparel,web,netbanking,19.69,1,0,central,0,11-05-2024,1
243c19b4-4839-4e77-8be5-d794b459b6f9,CUST105508,25-11-2025,sports,app,card,18.12,1,0,central,0,19-03-2024,1
6517c79d-0da0-4559-9cf3-002a2cda744a,CUST104790,24-12-2025,toys,app,wallet,53.47,1,0,east,0,15-12-2024,1
8a3a274a-5835-479b-933c-32885c240127,CUST104736,25-11-2025,sports,app,wallet,282.05,1,0,west,0,18-10-2024,1
c6a5f2d0-284c-4a59-b814-080b528dad23,CUST102356,15-11-2025,home,web,card,118.63,1,0,central,1,09-10-2024,1
77a5aae5-9540-4c08-bd87-f63bd76d3e84,CUST104647,17-11-2025,home,web,wallet,50.29,0,0,south,0,23-09-2024,1
702c0543-b957-4102-8b6a-f5279aeb9a2f,CUST103000,06-11-2025,sports,app,wallet,10.93,0,0,south,0,11-01-2025,1
c37f595c-6ec2-4bd8-a7f0-894f948709b1,CUST100965,28-11-2025,sports,web,card,52.64,0,0,east,0,22-02-2024,1
4b7e9a91-14a3-4db6-8d29-90c78f2c27d1,CUST100858,16-11-2025,apparel,web,card,113.52,0,0,central,0,14-06-2024,1
8edea917-0dac-4880-bd44-6bec4bf64508,CUST100752,04-12-2025,electronics,web,card,143.35,0,0,north,0,10-03-2024,1
16784842-53f6-4b84-a0ff-1448ee5c5249,CUST100171,19-12-2025,apparel,store,card,7.29,0,0,south,0,02-01-2024,1
abae8dcb-6a4b-4d06-8b4a-722b528e6db5,CUST101815,22-12-2025,home,web,card,453.43,1,0,east,1,27-06-2024,1
59176af6-9f2c-412f-91fd-e42bb04ce9b0,CUST104565,10-12-2025,apparel,store,netbanking,19.43,0,0,west,1,04-12-2024,1
13f690ce-5a6c-4855-93ec-c153c2dcae4b,CUST103445,22-12-2025,toys,web,card,27.78,0,0,south,0,03-05-2024,1
06017577-0d2a-478e-8130-d2e039aa9594,CUST105554,15-12-2025,sports,web,card,18.18,0,0,south,0,03-05-2024,1
74eb6f15-1d77-4b69-963e-3cb3d95f489d,CUST101119,14-12-2025,apparel,web,card,91.66,1,0,central,0,24-07-2024,1
354ad86d-efec-4f35-84c3-40d941acccd3,CUST101727,18-11-2025,home,web,card,583.84,1,0,west,1,28-02-2024,1
d79fe81a-e496-442f-9313-8534ee66db9c,CUST106121,19-11-2025,beauty,web,card,25.93,0,0,south,0,23-11-2024,1
75578dd1-df14-45a5-b160-8de580db7111,CUST102827,12-12-2025,home,web,card,263.18,0,1,south,0,23-04-2024,0
da518f6a-c222-40ff-8eef-1308d21bf904,CUST105148,18-12-2025,apparel,app,wallet,23.41,1,0,central,0,24-07-2024,1
0f572b02-042e-4bab-8899-e7480631d00c,CUST103163,05-12-2025,apparel,web,card,501.81,0,0,north,0,10-07-2024,1
f1ef2b8d-ba76-4414-bf3c-4decfd7c3c4e,CUST100954,18-11-2025,sports,app,card,76.34,0,0,north,0,30-09-2024,1
ad3aa8ad-34bb-47ef-b818-6bf09ce6357d,CUST105513,27-11-2025,home,store,upi,20.22,1,0,north,0,11-11-2024,1
1920764c-1c12-4a05-a6bf-f8a0b65cbf55,CUST100493,13-11-2025,grocery,web,wallet,471.5,1,0,west,0,07-05-2024,1
76061825-ce3c-4431-9845-1954c6b9eb43,CUST101984,25-12-2025,toys,web,card,67.82,0,0,west,0,11-07-2024,1
0100928f-eece-4062-90e2-6e076402a319,CUST104360,05-11-2025,grocery,app,card,193.1,1,0,east,0,09-09-2024,1
399bf625-d09b-40f0-a50a-1acc279e9b58,CUST103272,12-11-2025,home,store,card,46.87,1,0,north,0,05-01-2025,1
77fe6b67-f63f-43b0-bbc8-436e731767db,CUST105715,09-11-2025,electronics,web,card,21.71,1,0,central,0,20-02-2024,1
27e477ba-38da-45c4-b16e-b32ce7d30694,CUST100253,19-11-2025,beauty,store,wallet,69.45,0,0,east,0,20-09-2024,1
e7d57bc9-caf2-4065-8956-ff14192a32de,CUST104217,08-11-2025,toys,web,card,56.75,0,0,east,0,21-07-2024,1
728b88e4-d399-4346-9d6e-adc50eabef8a,CUST103079,11-12-2025,beauty,web,card,30.54,0,0,south,1,02-05-2024,1
8d41f4ff-eca9-4791-af72-cf74e13386c3,CUST100994,30-11-2025,beauty,web,wallet,7.98,1,0,north,0,01-08-2024,1
23f3bad6-fd04-4b1c-9ef0-2d1a297ad945,CUST104879,10-12-2025,grocery,web,wallet,241.35,0,0,west,0,02-07-2024,1
580d8f07-0638-42b9-855d-50e5b4d14ef6,CUST102646,29-11-2025,home,web,upi,67.06,0,0,central,1,08-04-2024,1
6f81b260-3934-42aa-82b8-f17548eee86b,CUST103410,18-11-2025,toys,app,card,7.05,0,0,south,0,29-05-2024,1
eafaa65f-3779-4757-bdbc-cad9124a74cc,CUST106285,15-12-2025,beauty,web,wallet,287.14,0,0,north,0,26-06-2024,1
2c01254d-a883-4fd9-afe4-faa75975d820,CUST103135,10-12-2025,home,web,card,575.08,0,0,south,0,10-01-2025,1
ac1a34a4-6259-40ea-b18b-0845f958df30,CUST105326,02-12-2025,apparel,web,card,22.4,0,0,central,0,20-11-2024,1
7c7da8ef-9d39-44c2-8a18-957ac7f5b890,CUST105032,13-11-2025,toys,store,card,20.94,0,0,south,0,15-11-2024,1
197b95c1-6ab2-4cbd-95ff-3a273d88ceaa,CUST104300,21-11-2025,toys,web,card,211.56,0,0,south,0,07-05-2024,1
58324be2-5e0d-4e81-ab81-bd0adb02453a,CUST105814,02-11-2025,home,web,card,11.85,0,0,north,0,06-01-2024,1
4b256a40-42d4-4c20-83d2-af0f2004d538,CUST101640,10-11-2025,toys,web,card,15.4,0,0,south,0,06-12-2024,1
edb68626-5211-4b2b-8174-3a94f3495be3,CUST105305,04-11-2025,beauty,web,upi,17.19,1,0,west,0,09-09-2024,1
d5ffde94-2dcf-4fb2-91a1-07e96e65f133,CUST102450,05-12-2025,apparel,web,card,32.3,0,0,west,0,12-06-2024,1
35fead98-d4fe-4c77-96d3-1bd534f720fd,CUST105266,02-11-2025,grocery,web,card,149.92,0,0,south,0,22-11-2024,1
59944095-03d2-4d00-ab01-b8437dbb714f,CUST103170,12-11-2025,sports,web,card,65.81,1,0,north,0,03-12-2024,1
a42e6480-a0af-48d5-91ac-f4edca7b0118,CUST105550,07-11-2025,grocery,web,card,330.32,0,0,west,0,28-02-2024,1
ddffe3d4-951b-44e2-949a-a34dc14da9b3,CUST105805,19-11-2025,apparel,app,card,65.8,1,0,south,0,28-05-2024,1
8085966b-6233-40da-a816-e7de591f1f44,CUST103870,18-11-2025,grocery,web,card,34.31,0,1,north,0,14-07-2024,0
90abe3df-a858-439b-9aa3-cd7aa9a5dbd6,CUST103276,09-11-2025,home,web,card,10.37,1,0,south,0,26-06-2024,1
c72022cd-bdef-4afc-bc9c-e7bc373886cd,CUST105125,16-12-2025,electronics,app,card,20.65,0,0,south,0,12-12-2024,1
4f44acf1-beb6-415a-8547-ca392aabbe91,CUST101734,29-11-2025,electronics,web,wallet,22.27,0,0,north,0,30-10-2024,1
beb3eeb5-981d-41ce-bdc0-d2f443bb1596,CUST100106,17-12-2025,electronics,app,card,45.26,0,0,west,0,29-01-2024,1
afe253d5-312b-403a-b0e8-84cb6779ffba,CUST102624,01-11-2025,apparel,web,card,193.75,0,0,north,0,16-04-2024,1
54296f58-3a6d-4cc6-93f6-54c2f8d364bd,CUST103277,15-11-2025,apparel,app,card,34.62,0,0,north,0,28-01-2024,1
ed273a35-187c-4956-8909-97a0d5d4eeb0,CUST101893,06-11-2025,electronics,web,card,276.72,0,0,west,0,26-11-2024,1
270845dd-e2af-4e0b-a027-f6743823cf63,CUST102470,10-11-2025,grocery,app,card,111.41,0,0,north,0,07-04-2024,1
412c55d5-a46e-48d5-b131-723a94fb6dc0,CUST100860,01-11-2025,toys,web,card,204.7,1,0,north,0,14-02-2024,1
7d3b5f37-7489-409b-b972-78265a166c26,CUST101534,14-11-2025,home,web,wallet,96.06,0,0,east,0,30-03-2024,1
946f5250-115d-4685-8b57-9712959607b7,CUST101908,22-11-2025,home,web,wallet,31.59,0,0,north,0,28-07-2024,1
8caeedd7-56e6-40e2-a30b-82002382ee14,CUST101903,27-11-2025,home,app,card,95.06,1,0,north,0,22-03-2024,1
543b51a7-b152-45f8-b9c8-f7dfa4bd1502,CUST103607,20-11-2025,apparel,web,card,47.52,0,0,east,0,29-10-2024,1
55edd676-73e5-48bf-8297-e4ec84438a4e,CUST101628,21-12-2025,sports,web,card,28.73,0,0,south,0,09-07-2024,1
5fdf27eb-0e29-4162-be7c-4850fef4bb2b,CUST106121,22-12-2025,electronics,web,card,15.38,0,0,south,0,23-11-2024,1
f21d8786-5603-485f-a222-630844056bfe,CUST103305,02-12-2025,sports,web,card,53.17,1,0,east,0,31-05-2024,1
18d89875-6023-4fbe-bfb8-83dd648270c8,CUST100839,24-11-2025,beauty,web,netbanking,59.91,1,0,south,0,04-07-2024,1
9e4a0577-0853-480e-a55a-792dd7710e17,CUST101804,30-11-2025,toys,web,card,125.93,0,0,south,0,22-06-2024,1
caf597c0-558f-4560-9a47-9bc1d09e2956,CUST104789,15-12-2025,grocery,app,netbanking,22.25,0,0,central,0,11-01-2024,1
f1058c9c-ae36-4e60-b662-2e90ee80c422,CUST106101,03-11-2025,sports,store,card,43.93,0,0,north,0,10-08-2024,1
7d3351f8-0495-4cc2-ad10-836af4552f03,CUST102834,22-11-2025,home,web,card,128.55,0,0,east,0,10-07-2024,1
2e095771-4541-4161-8609-674bb3c6f164,CUST103342,06-11-2025,apparel,web,card,21.53,0,0,south,0,17-02-2024,1
2e46f578-7570-4cc1-9e90-e8c7d8010928,CUST106428,24-12-2025,sports,web,card,11.88,0,1,east,0,05-11-2024,0
4226c2d8-e310-44a6-a470-80fe489190b7,CUST103243,19-12-2025,apparel,web,card,123.51,0,0,east,0,08-02-2024,1
380afddc-9af4-4653-b55c-db7b4a3d1f2d,CUST106162,31-12-2025,electronics,web,wallet,32.52,1,0,central,0,06-01-2025,1
30320152-2e7c-400b-8f76-5015a87bf2e9,CUST105949,10-11-2025,beauty,app,card,479.78,0,0,south,0,22-04-2024,1
c899a30f-2b59-4864-a97c-1a98779633f5,CUST106124,04-11-2025,home,app,upi,37.48,0,0,west,0,06-01-2024,1
8f7e00c7-7817-48fa-a93d-5c493b2039d0,CUST105266,18-11-2025,grocery,app,card,33.56,0,0,south,0,22-11-2024,1
3ef8053b-1fb5-4f31-a9ae-c00a2ea9a440,CUST101890,20-12-2025,sports,web,upi,43.23,0,0,central,0,31-12-2024,1
1624d413-ae1d-472d-87a1-d9bf9d519e3e,CUST102218,26-11-2025,sports,web,upi,20.92,0,0,central,1,04-11-2024,1
ff95249f-5e00-488a-bc69-82a9ca676385,CUST102347,05-11-2025,toys,store,wallet,53.63,1,0,central,0,11-06-2024,1
64094758-9e02-465f-ad7c-8b7895c1644a,CUST106369,05-12-2025,home,web,wallet,15.19,1,0,north,0,18-11-2024,1
28c9e81f-b137-4851-aca0-d9a7bc1ffbfb,CUST102312,01-12-2025,grocery,app,card,332.93,0,1,north,0,30-12-2024,0
0e843cb5-2779-4c65-a8c6-3815b3cf104e,CUST100721,12-11-2025,apparel,web,card,16.51,1,0,west,0,02-10-2024,1
dbced93d-a202-4422-afdc-bb1ab393caad,CUST105088,13-11-2025,grocery,store,wallet,86.32,0,0,east,0,23-03-2024,1
555f7bc8-cad4-4ef3-abdc-a4801021c9c5,CUST102355,28-12-2025,grocery,web,wallet,25.02,0,0,north,0,06-03-2024,1
a49d6991-15d2-4323-977b-aff477fe3324,CUST104015,24-12-2025,electronics,web,card,33.22,0,0,east,0,25-12-2024,1
7101877d-09f6-4467-999a-7faa73744866,CUST106004,17-11-2025,sports,web,card,68.56,0,0,west,0,28-09-2024,1
1a5e8ec3-a795-4b5f-a2a6-791f3f48c2d3,CUST103730,23-12-2025,toys,app,card,21.79,1,0,south,0,29-05-2024,1
9f765501-6fdb-44df-886f-57a9d2974106,CUST104143,25-11-2025,grocery,web,card,7.57,0,0,west,0,31-01-2024,1
62213a0d-ee95-4bd5-b858-aad13e3824aa,CUST104177,24-12-2025,apparel,app,card,117.55,1,0,south,0,11-06-2024,1
db9c05f2-7a48-4afc-b0e4-2eb32fef0114,CUST103949,01-11-2025,beauty,app,netbanking,120.55,0,0,north,0,29-08-2024,1
84ba0164-d53f-4619-ac7c-cd3e01bb376e,CUST101013,08-11-2025,toys,app,upi,32.2,1,0,south,0,16-04-2024,1
3faff3d5-2c62-4aea-b1f1-80b7dc423a32,CUST102939,20-12-2025,apparel,app,card,81.73,1,0,east,0,05-10-2024,1
110359d0-7e5c-4d95-988a-8c3199e17e0f,CUST100050,16-12-2025,grocery,web,card,59.3,0,0,central,1,05-11-2024,1
19780c12-075b-4f62-8e3a-f45127e3c991,CUST104042,16-11-2025,home,web,card,98.69,0,0,central,0,21-08-2024,1
4839e5a1-abdd-43da-9dc4-ec36602ca317,CUST103729,25-11-2025,sports,web,wallet,295.68,1,0,north,0,26-12-2024,1
00bcfdcf-b29b-4532-923f-e3bdeff0bf1e,CUST102046,20-12-2025,electronics,app,card,5.38,0,0,east,0,31-07-2024,1
556eb585-6b73-4a83-811f-3fdefaf70b3c,CUST103357,29-11-2025,apparel,web,card,10.35,0,0,east,0,27-03-2024,1
226db649-16a2-4c4d-95e2-2f364eb602f3,CUST103167,16-11-2025,home,web,wallet,21.17,0,0,central,0,07-12-2024,1
810d0bbb-25f9-4776-82ec-8dde8f7c6c0a,CUST101631,18-12-2025,apparel,store,wallet,211.32,0,0,north,0,31-01-2024,1
703554b3-8594-411a-954d-9351cae27bc0,CUST101870,03-11-2025,grocery,web,card,17.02,0,0,south,0,16-09-2024,1
300da020-74d8-46dc-b78c-7ea682ee59e5,CUST104999,13-11-2025,toys,web,upi,55.23,1,0,west,0,23-09-2024,1
01b1cdaa-eb37-4f52-8da8-febd30fe59b8,CUST104945,30-11-2025,grocery,web,upi,39.42,0,0,west,1,09-06-2024,1
727cc20b-e8c4-4583-a2a2-0725bb0ba998,CUST103018,18-12-2025,home,app,card,620.81,0,0,north,0,02-06-2024,1
26912d05-a902-4ffb-bafe-9bd10ce7e134,CUST104717,20-12-2025,home,app,wallet,47.41,0,1,east,1,15-02-2024,0
c1ac9ba7-6e6a-443a-8b55-bce17c89023b,CUST102872,07-11-2025,toys,web,card,45.43,0,0,east,1,18-09-2024,1
e5fe2028-f9b0-4f3c-9a14-0faab28a4ad5,CUST102132,13-12-2025,beauty,app,netbanking,75.31,0,0,south,0,17-07-2024,1
08169e4a-004a-451b-9faa-1282fc6c0e7b,CUST106024,14-11-2025,beauty,web,card,25.74,0,0,south,0,28-07-2024,1
e84129ed-9903-4a5c-9d46-d941d5899872,CUST103477,01-12-2025,sports,app,upi,85.15,0,0,central,0,09-11-2024,1
0c7ea315-9988-4ed4-857b-82dd5d16bbbb,CUST103427,25-11-2025,sports,web,netbanking,2919.95,1,0,east,0,02-04-2024,1
9516b661-5bb2-4da3-b6a4-39777e3a0626,CUST104348,14-12-2025,sports,app,card,99.65,1,0,north,0,23-12-2024,1
5e4f8eff-6dca-412e-9138-3ecc7a97616a,CUST102186,20-11-2025,home,store,upi,144.4,0,0,east,1,04-03-2024,1
36fbc1d6-582a-4438-bb65-c5cfa02557ee,CUST104750,30-12-2025,apparel,web,netbanking,9.52,1,0,north,0,07-07-2024,1
a0aaf096-f250-4a5e-8c93-1153e9ec9b9c,CUST102058,21-11-2025,grocery,web,card,95.04,0,0,south,0,20-02-2024,1
de41b4c4-62fa-4640-9a78-43608d36ad9e,CUST102560,11-11-2025,toys,store,card,430.25,0,0,south,0,21-06-2024,1
3f756d07-295b-4599-8b98-a02436650c0a,CUST104365,11-12-2025,electronics,web,card,92.62,0,0,north,0,20-01-2024,1
6be5549a-553c-4bb9-be72-347622d364ae,CUST102454,17-12-2025,beauty,app,card,129.71,1,0,east,0,16-05-2024,1
196cbf8b-4167-4941-9f56-1611f564d5c0,CUST101274,03-11-2025,apparel,store,card,344.91,1,0,north,0,16-02-2024,1
e7681891-1dc1-437e-81c0-319b52e41968,CUST105656,18-12-2025,sports,web,card,750.33,0,0,east,0,16-01-2024,1
c3b4bdb3-4340-48b4-a229-dafac0a3b53b,CUST105987,30-12-2025,beauty,web,card,136.37,1,0,west,1,14-09-2024,1
d65f8b46-65b1-41be-bb99-e9af9a086366,CUST104042,06-12-2025,electronics,web,card,146.59,0,0,central,0,21-08-2024,1
543f0435-7141-417d-8667-ccb5b139f05f,CUST106412,08-11-2025,apparel,web,wallet,70.76,1,0,north,1,03-08-2024,1
5b5618d7-af90-41b1-a2f2-2ad7e36222d5,CUST103966,17-11-2025,apparel,web,card,110.09,1,0,north,0,04-08-2024,1
fa5ea0c8-06c8-489e-a95a-2e89614f904a,CUST105904,01-12-2025,electronics,web,upi,62.98,0,0,west,0,03-01-2025,1
26588bb9-d868-48e0-b1ca-40e00b29e530,CUST102300,11-12-2025,toys,web,netbanking,139.05,1,0,east,0,14-02-2024,1
65fa593a-b2b4-4c84-9802-6ea4243fa84f,CUST104575,20-11-2025,beauty,app,card,33.4,1,0,west,0,05-04-2024,1
e1d604e7-8b01-4cdf-9e45-0fd131d21607,CUST100353,13-11-2025,beauty,web,upi,101.29,0,0,south,0,04-02-2024,1
1a448cd4-0274-4942-affc-a0caec20aa4a,CUST105148,24-11-2025,sports,app,card,45.57,0,0,central,0,24-07-2024,1
b0e23b83-24a6-490c-af61-a2747cd91be5,CUST105384,27-12-2025,home,store,card,65.01,0,0,north,0,12-04-2024,1
66312376-daec-432d-a0cc-86eed80daafb,CUST102586,04-11-2025,beauty,app,card,82.36,1,1,west,0,22-10-2024,0
6db4a176-24a4-47ca-b83d-62852c0a6018,CUST104151,26-12-2025,apparel,web,netbanking,6.01,0,0,south,0,30-07-2024,1
fcae575f-40aa-49cf-a53b-e594aae68e61,CUST105552,13-12-2025,electronics,web,card,20.67,0,0,east,1,26-06-2024,1
958857c0-310b-4d86-96cb-90adf96b3a25,CUST105730,14-11-2025,beauty,web,netbanking,103.81,0,0,south,0,09-04-2024,1
afe260fe-7784-4911-b416-a611719956d0,CUST100701,08-11-2025,apparel,web,card,116.55,0,0,central,0,27-07-2024,1
45df92be-efc3-4bcd-9685-f5b42a99f221,CUST105359,16-11-2025,toys,app,card,13.04,1,0,north,0,15-07-2024,1
5747aa11-7ba4-4c4a-9f21-fd60ada546c0,CUST101762,11-12-2025,home,web,upi,724.1,1,0,south,0,13-09-2024,1
bce6d3c6-b9dd-4119-95d8-97d8acb525b0,CUST104776,28-11-2025,apparel,web,wallet,240.68,0,0,east,0,26-01-2024,1
8572b6f2-4a53-422d-8536-045d8420366b,CUST102099,21-11-2025,sports,web,upi,79.24,0,0,east,0,01-10-2024,1
9f84c4d4-9d7e-4bb5-9b50-65391aebb469,CUST100360,01-11-2025,electronics,web,upi,18.87,0,0,west,0,23-10-2024,1
8474767d-72fc-46c2-a095-420a80fb8dc2,CUST101342,11-11-2025,toys,store,upi,87.3,1,0,south,1,21-10-2024,1
